number,short_description,description,category,subcategory,priority,urgency,impact,state,assignment_group,opened_at,resolved_at,close_notes
INC0010075,SSP3 house policy add returning short COMMAREA error,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

Duplicate/related incidents in this recurring thread: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073, INC0010074 (6 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 7)
Related/duplicate incidents: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073, INC0010074
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,In Progress,Mainframe Application Support,2026-07-19 07:04:56,,
INC0010076,House policy transactions failing with RC 98,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

Duplicate/related incidents in this recurring thread: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073, INC0010074, INC0010075 (7 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 8)
Related/duplicate incidents: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073, INC0010074, INC0010075
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,Resolved,Mainframe Application Support,2026-07-23 12:04:35,2026-07-24 03:59:13,Same feed truncation as before. Ops re-ran job again with manual byte-count override.
INC0010077,SSP3 add/update failing again - COMMAREA too short,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

Duplicate/related incidents in this recurring thread: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073, INC0010074, INC0010075, INC0010076 (8 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 9)
Related/duplicate incidents: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073, INC0010074, INC0010075, INC0010076
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,Resolved,Mainframe Application Support,2026-07-29 09:46:29,2026-07-30 13:54:17,Same feed truncation as before. Ops re-ran job again with manual byte-count override.
INC0010078,SSP3 house policy add returning short COMMAREA error,"SSP3 (House Policy) transactions failing with CA-RETURN-CODE 98 (COMMAREA too short). Traced to an upstream batch-generated feed file populating fewer bytes than LGUPOL01 expects for house-policy-specific fields.

Duplicate/related incidents in this recurring thread: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073, INC0010074, INC0010075, INC0010076, INC0010077 (9 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSP3
Program: LGUPOL01
Job: GENAHFED
Return code: 98
Recurring pattern: PTN-003 (occurrence 10)
Related/duplicate incidents: INC0010069, INC0010070, INC0010071, INC0010072, INC0010073, INC0010074, INC0010075, INC0010076, INC0010077
Suggested assignment group: Mainframe Application Support",software,Batch,3,2,3,Resolved,Mainframe Application Support,2026-08-02 14:51:00,2026-08-03 03:39:17,Upstream feed file spec had not been updated after the House Policy COMMAREA was extended in the last release. Coordinated with the feed-file owning team to correct the copybook length; GENAHFED now generates full-length records.
INC0010079,SSC1 abending with LGCA - no COMMAREA received,"LGTESTC1 abending with code LGCA (EIBCALEN = 0) - transaction started with no COMMAREA. Pattern correlates with a synthetic-transaction monitor hitting SSC1 directly without going through the menu flow.

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGTESTC1
Abend code: LGCA
Recurring pattern: PTN-004 (occurrence 1)
Suggested assignment group: CICS Systems Programming",software,Online Transaction,4,2,3,Resolved,CICS Systems Programming,2026-07-04 17:27:30,2026-07-05 04:43:59,"Suppressed the abend messages at console level, no root cause investigation this time."
INC0010080,Repeat LGCA abends on customer menu transaction,"LGTESTC1 abending with code LGCA (EIBCALEN = 0) - transaction started with no COMMAREA. Pattern correlates with a synthetic-transaction monitor hitting SSC1 directly without going through the menu flow.

Duplicate/related incidents in this recurring thread: INC0010079 (1 prior occurrence of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGTESTC1
Abend code: LGCA
Recurring pattern: PTN-004 (occurrence 2)
Related/duplicate incidents: INC0010079
Suggested assignment group: CICS Systems Programming",software,Online Transaction,4,2,3,Resolved,CICS Systems Programming,2026-07-07 17:06:29,2026-07-07 19:51:57,"Suppressed the abend messages at console level, no root cause investigation this time."
INC0010081,SSC1 LGCA abend flooding CSMT log,"LGTESTC1 abending with code LGCA (EIBCALEN = 0) - transaction started with no COMMAREA. Pattern correlates with a synthetic-transaction monitor hitting SSC1 directly without going through the menu flow.

Duplicate/related incidents in this recurring thread: INC0010079, INC0010080 (2 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGTESTC1
Abend code: LGCA
Recurring pattern: PTN-004 (occurrence 3)
Related/duplicate incidents: INC0010079, INC0010080
Suggested assignment group: CICS Systems Programming",software,Online Transaction,4,2,3,Resolved,CICS Systems Programming,2026-07-12 10:34:39,2026-07-13 00:35:14,"Confirmed synthetic monitor probe again, asked NOC to review script - no change made yet."
INC0010082,SSC1 abending with LGCA - no COMMAREA received,"LGTESTC1 abending with code LGCA (EIBCALEN = 0) - transaction started with no COMMAREA. Pattern correlates with a synthetic-transaction monitor hitting SSC1 directly without going through the menu flow.

Duplicate/related incidents in this recurring thread: INC0010079, INC0010080, INC0010081 (3 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGTESTC1
Abend code: LGCA
Recurring pattern: PTN-004 (occurrence 4)
Related/duplicate incidents: INC0010079, INC0010080, INC0010081
Suggested assignment group: CICS Systems Programming",software,Online Transaction,4,2,3,Resolved,CICS Systems Programming,2026-07-16 08:28:43,2026-07-17 08:54:41,"Suppressed the abend messages at console level, no root cause investigation this time."
INC0010083,Repeat LGCA abends on customer menu transaction,"LGTESTC1 abending with code LGCA (EIBCALEN = 0) - transaction started with no COMMAREA. Pattern correlates with a synthetic-transaction monitor hitting SSC1 directly without going through the menu flow.

Duplicate/related incidents in this recurring thread: INC0010079, INC0010080, INC0010081, INC0010082 (4 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGTESTC1
Abend code: LGCA
Recurring pattern: PTN-004 (occurrence 5)
Related/duplicate incidents: INC0010079, INC0010080, INC0010081, INC0010082
Suggested assignment group: CICS Systems Programming",software,Online Transaction,4,2,3,In Progress,CICS Systems Programming,2026-07-21 15:53:10,,
INC0010084,SSC1 LGCA abend flooding CSMT log,"LGTESTC1 abending with code LGCA (EIBCALEN = 0) - transaction started with no COMMAREA. Pattern correlates with a synthetic-transaction monitor hitting SSC1 directly without going through the menu flow.

Duplicate/related incidents in this recurring thread: INC0010079, INC0010080, INC0010081, INC0010082, INC0010083 (5 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGTESTC1
Abend code: LGCA
Recurring pattern: PTN-004 (occurrence 6)
Related/duplicate incidents: INC0010079, INC0010080, INC0010081, INC0010082, INC0010083
Suggested assignment group: CICS Systems Programming",software,Online Transaction,4,2,3,Resolved,CICS Systems Programming,2026-07-25 14:30:40,2026-07-25 21:42:35,"Suppressed the abend messages at console level, no root cause investigation this time."
INC0010085,SSC1 abending with LGCA - no COMMAREA received,"LGTESTC1 abending with code LGCA (EIBCALEN = 0) - transaction started with no COMMAREA. Pattern correlates with a synthetic-transaction monitor hitting SSC1 directly without going through the menu flow.

Duplicate/related incidents in this recurring thread: INC0010079, INC0010080, INC0010081, INC0010082, INC0010083, INC0010084 (6 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGTESTC1
Abend code: LGCA
Recurring pattern: PTN-004 (occurrence 7)
Related/duplicate incidents: INC0010079, INC0010080, INC0010081, INC0010082, INC0010083, INC0010084
Suggested assignment group: CICS Systems Programming",software,Online Transaction,4,2,3,Resolved,CICS Systems Programming,2026-07-30 07:24:20,2026-07-30 16:05:47,"Confirmed synthetic monitor probe again, asked NOC to review script - no change made yet."
INC0010086,Repeat LGCA abends on customer menu transaction,"LGTESTC1 abending with code LGCA (EIBCALEN = 0) - transaction started with no COMMAREA. Pattern correlates with a synthetic-transaction monitor hitting SSC1 directly without going through the menu flow.

Duplicate/related incidents in this recurring thread: INC0010079, INC0010080, INC0010081, INC0010082, INC0010083, INC0010084, INC0010085 (7 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGTESTC1
Abend code: LGCA
Recurring pattern: PTN-004 (occurrence 8)
Related/duplicate incidents: INC0010079, INC0010080, INC0010081, INC0010082, INC0010083, INC0010084, INC0010085
Suggested assignment group: CICS Systems Programming",software,Online Transaction,4,2,3,Resolved,CICS Systems Programming,2026-08-02 18:46:00,2026-08-04 00:38:02,Traced to the Instana synthetic-transaction monitor invoking SSC1 directly instead of via the pseudo-conversational menu entry point. Monitor script corrected to pass an initial COMMAREA; LGCA abends stopped.
INC0010087,Cust Inquiry shows 'No data was returned' for unknown customer,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Single branch office reported, treated as isolated.

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 1)
Suggested assignment group: Mainframe Application Support",software,Online Transaction,3,2,3,Resolved,Mainframe Application Support,2026-04-29 18:31:04,2026-04-30 00:00:25,"Confirmed expected-but-unhelpful behavior, explained to user, no code change made."
INC0010088,SSC1 inquiry error message unclear for invalid customer number,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Second occurrence, different branch - pattern noted informally by app support.

Duplicate/related incidents in this recurring thread: INC0010087 (1 prior occurrence of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 2)
Related/duplicate incidents: INC0010087
Suggested assignment group: Mainframe Application Support",software,Online Transaction,3,2,3,In Progress,Mainframe Application Support,2026-05-02 15:03:10,,
INC0010089,Customer enquiry screen giving generic error again,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Third occurrence in the month - now visibly recurring across branches, call center volume ticking up.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088 (2 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 3)
Related/duplicate incidents: INC0010087, INC0010088
Suggested assignment group: Mainframe Application Support",software,Online Transaction,2,2,3,Resolved,Mainframe Application Support,2026-05-05 15:10:45,2026-05-05 17:49:43,Repeat of prior tickets on this screen. Flagged to app support backlog again.
INC0010090,Users confused by 'No data was returned' on customer lookup,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fourth occurrence - customer service escalated to regional manager; workaround shared with staff.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089 (3 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 4)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089
Suggested assignment group: Mainframe Application Support",software,Online Transaction,2,1,2,Resolved,Mainframe Application Support,2026-05-10 08:43:42,2026-05-11 10:43:16,"Logged and linked to the existing recurring-incident thread, no new investigation needed."
INC0010091,SSC1 Cust Inquiry - non-specific error for missing customer,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fifth occurrence - flagged by GSI partner Accenture during UAT test cycle as a recurring defect blocking sign-off.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090 (4 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 5)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090
Suggested assignment group: Mainframe Application Support",software,Online Transaction,2,1,2,Resolved,Mainframe Application Support,2026-05-13 16:02:18,2026-05-14 11:00:02,"Logged and linked to the existing recurring-incident thread, no new investigation needed."
INC0010092,Repeat complaint: customer inquiry error message not helpful,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Sixth occurrence - now logged as a Problem candidate; repeated temporary handling with no fix.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091 (5 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 6)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,2,Resolved,Mainframe Application Support,2026-05-15 12:59:25,2026-05-15 21:33:09,Duplicate of this exact defect - opening as Problem candidate given repeat count and business escalation.
INC0010093,Third branch office this month reporting same SSC1 inquiry error,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Seventh occurrence - CAB visibility raised; recurring-incident report flags this as top offender.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092 (6 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 7)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-05-19 13:08:19,2026-05-20 09:37:03,Duplicate of this exact defect - opening as Problem candidate given repeat count and business escalation.
INC0010094,SSC1 generic error now flagged by GSI partner during UAT,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Eighth occurrence - business stakeholders request permanent fix before next release freeze.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093 (7 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 8)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-05-21 08:00:19,2026-05-21 22:17:44,"Same complaint logged by a different branch office user. Logged as recurring UX defect, no fix yet."
INC0010095,"Recurring SSC1 inquiry defect - still unresolved, escalating","User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Ninth occurrence - now the single most-reported defect on the weekly incident review.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094 (8 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 9)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-05-26 10:32:26,2026-05-26 19:13:53,"Same complaint logged by a different branch office user. Logged as recurring UX defect, no fix yet."
INC0010096,Yet another branch reports the same SSC1 inquiry defect,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Tenth-plus occurrence - chronic, unresolved, still only handled with a workaround each time.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095 (9 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 10)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-05-27 12:18:43,2026-05-27 17:53:12,Recurring defect confirmed again - GSI partner raised concern this is now a UAT blocker. Still no code change.
INC0010097,Call center logs another complaint about SSC1 error wording,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Continuing recurrence - included in every weekly recurring-incident report until fixed.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096 (10 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 11)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-05-31 19:41:57,2026-06-01 12:02:19,No change from prior occurrences - waiting on the Bob-assisted fix already in progress.
INC0010098,SSC1 inquiry defect - now tracked as top recurring incident,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097 (11 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 12)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,In Progress,Mainframe Application Support,2026-06-05 17:06:20,,
INC0010099,Cust Inquiry shows 'No data was returned' for unknown customer,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098 (12 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 13)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-06-06 18:35:20,2026-06-07 00:05:49,"Same root cause as the last several tickets - duplicate confirmed, no fix applied, closed as workaround only."
INC0010100,SSC1 inquiry error message unclear for invalid customer number,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099 (13 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 14)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-06-10 10:43:03,2026-06-11 06:06:37,Still only a workaround applied - permanent fix now prioritized for next sprint via Bob.
INC0010101,Customer enquiry screen giving generic error again,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100 (14 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 15)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-06-14 07:05:32,2026-06-15 02:29:11,"Confirmed expected-but-unhelpful behavior, explained to user, no code change made."
INC0010102,Users confused by 'No data was returned' on customer lookup,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101 (15 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 16)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,Resolved,Mainframe Application Support,2026-06-19 19:08:18,2026-06-20 14:36:52,Still only a workaround applied - permanent fix now prioritized for next sprint via Bob.
INC0010103,SSC1 Cust Inquiry - non-specific error for missing customer,"User performed Cust Inquiry (option 1) on SSC1 with a Customer Number that does not exist. Screen returns the generic message 'No data was returned.' instead of a clear 'Customer ID not found' message. LGICUS01/LGICDB01 correctly receive SQLCODE +100 (no row found) but the presentation tier does not translate this into a specific error for the end user. Screenshot attached from SSMAPC1.

Business impact: Fix delivered end-to-end via Bob-assisted development; verified against every prior duplicate incident.

Duplicate/related incidents in this recurring thread: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102 (16 prior occurrences of the same root cause).

--- Technical signal ---
Application: CICS-GENAPP
Transaction: SSC1
Program: LGICDB01 / LGICUS01
SQLCODE: +100
Return code: 00
Recurring pattern: PTN-005 (occurrence 17)
Related/duplicate incidents: INC0010087, INC0010088, INC0010089, INC0010090, INC0010091, INC0010092, INC0010093, INC0010094, INC0010095, INC0010096, INC0010097, INC0010098, INC0010099, INC0010100, INC0010101, INC0010102
Suggested assignment group: Mainframe Application Support",software,Online Transaction,1,1,1,In Progress,Mainframe Application Support,2026-06-20 13:35:36,,
